timestamp,record_id,epc,dac,swept_voltage,voltages,visibility,vis_HV,vis_DA,QBER_total,QBER_HV,QBER_DA,total_coincidences,sync_markers,singles_overlap_duration_s,alice_ch1_singles_per_measurement,alice_ch2_singles_per_measurement,alice_ch3_singles_per_measurement,alice_ch4_singles_per_measurement,bob_ch1_singles_per_measurement,bob_ch2_singles_per_measurement,bob_ch3_singles_per_measurement,bob_ch4_singles_per_measurement,C_HH,C_HV,C_VH,C_VV,C_DD,C_DA,C_AD,C_AA,delay_HH_ps,delay_HV_ps,delay_VH_ps,delay_VV_ps,delay_DD_ps,delay_DA_ps,delay_AD_ps,delay_AA_ps
1782310318.1261444,20260624T141131.513403Z,Alice,0,100.0,"[100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.20167882293762576,0.32589285714285715,0.07746478873239436,0.39916058853118713,0.33705357142857145,0.4612676056338028,732,9778,10.011645707516,186689.58676762215,264808.6116361168,132321.90178338697,325420.0253564849,442867.24975409487,610698.7980417634,552272.8392045593,520984.27694902173,137,119,32,160,110,52,79,43,35900.001525878906,35400.001525878906,35599.998474121094,35000.0,39400.001525878906,39099.998474121094,38900.001525878906,38599.998474121094
1782310347.0476289,20260624T141159.976493Z,Alice,0,110.0,"[110.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.026990553306342757,0.2793522267206478,-0.3333333333333333,0.5134952766531714,0.3603238866396761,0.6666666666666666,794,9778,10.011645700697,170084.92418798347,242941.0780917537,151077.06017749902,360006.74691764964,448778.3661468565,607978.9658933135,555508.0719259583,518103.63201714994,159,152,26,157,67,93,107,33,35799.99923706055,35400.001525878906,35200.00076293945,35000.0,39099.998474121094,39000.0,39099.998474121094,38400.001525878906
1782310375.7554917,20260624T141228.863695Z,Alice,0,120.0,"[120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.1621285672256546,0.1378640776699029,-0.4621212121212121,0.5810642836128272,0.43106796116504853,0.7310606060606061,779,9798,10.032125721103,148951.48262114348,232132.25838082482,158414.08333400244,394086.9672001401,446800.6207867956,608780.2495489974,554528.5370873876,518846.1692670766,153,187,35,140,36,91,102,35,35900.001525878906,35500.0,35500.0,35099.998474121094,39099.998474121094,39099.998474121094,39000.0,38400.001525878906
1782310404.5645401,20260624T141257.605328Z,Alice,0,130.0,"[130.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.296505376344086,-0.13333333333333333,-0.4596774193548387,0.648252688172043,0.5666666666666667,0.7298387096774194,758,9796,10.030077735914,132245.23627075637,233835.67523131208,155478.35630586892,414849.2274492654,440035.4729252562,610795.8643295333,551107.3937350983,521281.10446030844,105,216,73,116,27,76,105,40,36000.0,35500.0,35500.0,35200.00076293945,39500.0,39099.998474121094,38799.99923706055,38799.99923706055
1782310431.3400552,20260624T141326.407805Z,Alice,1,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3191814791432086,0.057815845824411134,0.5805471124620061,0.3404092604283957,0.47109207708779444,0.20972644376899696,796,9799,10.033149715774,197243.1445818741,288994.9898227267,114215.37926403775,298374.8957013404,439256.87594107783,610585.9250130213,550919.7167973875,522392.2844248785,70,167,53,177,181,28,41,79,36099.998474121094,35500.0,35900.001525878906,35299.99923706055,39299.99923706055,-17899.999618530273,38900.001525878906,38700.00076293945
1782310458.0737455,20260624T141353.187272Z,Alice,1,10.0,"[0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.16946642714958488,-0.21920668058455114,0.5581395348837209,0.41526678642520753,0.6096033402922756,0.22093023255813954,737,9799,10.033149679686,158628.1527547,275329.2922154883,121213.182183689,363164.1225663478,439101.3929474117,611700.2333201586,550474.1956738005,521714.5330342384,42,215,77,145,108,38,19,93,36099.998474121094,35400.001525878906,35400.001525878906,35299.99923706055,39200.00076293945,38900.001525878906,-9800.000190734863,38900.001525878906
1782310484.6232257,20260624T141419.847030Z,Alice,1,20.0,"[0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.08988590572941593,-0.5030800821355236,0.3233082706766917,0.544942952864708,0.7515400410677618,0.3383458646616541,753,9800,10.034173659572,133588.47927863908,228333.7001861025,159470.0325396056,414024.12803937885,439198.09936675715,610726.9226055423,551221.2751793179,521779.8871764117,43,274,92,78,60,55,35,116,-26000.0,35599.998474121094,35599.998474121094,35299.99923706055,39400.001525878906,39200.00076293945,38799.99923706055,38799.99923706055
1782310511.2186306,20260624T141446.406073Z,Alice,1,30.0,"[0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.40290086257828195,-0.5622119815668203,-0.24358974358974358,0.701450431289141,0.7811059907834101,0.6217948717948718,746,9799,10.033149678039,150054.5739186318,174192.55728093468,203945.92582216294,401060.49736382277,441934.99970456277,610570.9768696812,552514.4324452538,519947.3911386535,60,231,108,35,28,106,88,90,35500.0,35599.998474121094,35599.998474121094,35299.99923706055,39000.0,39099.998474121094,38700.00076293945,38900.001525878906
1782310538.0587764,20260624T141513.055290Z,Alice,1,40.0,"[0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.3636322463768116,-0.4043478260869565,-0.3229166666666667,0.6818161231884059,0.7021739130434783,0.6614583333333334,844,9780,10.013693713204,189147.98617242408,141607.08731586428,231637.8018374433,343754.2727576207,440254.12862257654,610420.1082104212,550712.8695906075,521103.4159272667,115,182,141,22,55,123,131,75,35900.001525878906,35500.0,35599.998474121094,9100.000381469727,39299.99923706055,39000.0,39000.0,38700.00076293945
1782310564.732961,20260624T141539.927901Z,Alice,1,50.0,"[0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.11956610892388451,0.036458333333333336,-0.2755905511811024,0.5597830544619422,0.4817708333333333,0.6377952755905512,765,9778,10.011645683468,231164.79279941123,161846.51866732026,220147.6230465767,273901.02353783173,447735.5813142653,608133.7866414577,555041.61610273,518670.972203368,165,73,112,34,103,87,156,35,35799.99923706055,35299.99923706055,35599.998474121094,35200.00076293945,39200.00076293945,39000.0,39099.998474121094,38799.99923706055
1782310591.3630407,20260624T141606.569342Z,Alice,1,60.0,"[0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1261805455678604,0.21568627450980393,0.03667481662591687,0.4369097272160698,0.39215686274509803,0.48166259168704156,766,9778,10.011645728461,261034.0068836746,198399.9488069518,191213.31816185603,215959.49943110519,443610.3833932522,610433.1061801821,551347.9151892168,521591.56862242764,132,51,89,85,183,70,127,29,35799.99923706055,35299.99923706055,35500.0,35200.00076293945,39299.99923706055,39099.998474121094,39000.0,18799.999237060547
1782310617.9604836,20260624T141633.204060Z,Alice,1,70.0,"[0.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3747569955817378,0.41237113402061853,0.33714285714285713,0.3126215022091311,0.29381443298969073,0.3314285714285714,738,9798,10.032125697563,247798.9286561557,249123.6728231101,148479.99765013368,223800.02680243537,443932.8348010895,608811.1517067289,550404.7862300347,520429.0852603936,135,67,47,139,194,37,79,40,36000.0,35400.001525878906,35400.001525878906,35099.998474121094,39200.00076293945,-46500.0,39000.0,38700.00076293945
1782310644.6114273,20260624T141659.832693Z,Alice,1,80.0,"[0.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.32562937062937064,0.16818181818181818,0.48307692307692307,0.33718531468531465,0.4159090909090909,0.25846153846153846,765,9780,10.013693710842,208818.05059964984,274368.2879999913,125830.69109011629,280499.89155937737,445887.4146675456,607928.5202630912,553501.0516647759,518449.0508611199,91,143,40,166,165,30,54,76,36099.998474121094,35299.99923706055,35500.0,35200.00076293945,39200.00076293945,-49299.99923706055,38799.99923706055,38799.99923706055
1782310671.532047,20260624T141726.441262Z,Alice,1,90.0,"[0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2439332698700042,-0.12364425162689804,0.6115107913669064,0.3780333650649979,0.561822125813449,0.19424460431654678,739,9779,10.012669690797,165491.327604966,272289.0182331567,122413.90536697471,347510.7146696491,442494.37331107364,610023.1195696031,552192.38931669,519650.61873381725,58,185,74,144,115,36,18,109,35700.00076293945,35500.0,35599.998474121094,35099.998474121094,39299.99923706055,39099.998474121094,-18399.999618530273,38799.99923706055
1782310698.7564461,20260624T141753.386801Z,Alice,1,100.0,"[0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.00645691296603404,-0.35447761194029853,0.34156378600823045,0.5032284564830171,0.6772388059701493,0.3292181069958848,779,9798,10.032125664876,137163.35360687572,235833.36962010068,150111.7560032691,402964.44991251687,442296.09438956773,610671.1782378498,551150.3927187242,520480.9204375671,58,256,107,115,66,58,22,97,35900.001525878906,35500.0,35500.0,35200.00076293945,39000.0,39000.0,11300.000190734863,38799.99923706055
1782310725.5067773,20260624T141820.533259Z,Alice,1,110.0,"[0.0, 110.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.35209713024282563,-0.5320088300220751,-0.17218543046357615,0.6760485651214128,0.7660044150110376,0.5860927152317881,755,9780,10.013693689139,153552.72966535177,191897.22190965313,188961.2423487956,388283.2969234065,452031.0027966512,607038.7400198837,556923.3664545525,516002.40235072316,63,232,115,43,25,112,65,100,36000.0,35599.998474121094,35599.998474121094,34900.001525878906,39700.00076293945,39099.998474121094,39000.0,38599.998474121094
1782310752.6238067,20260624T141847.351206Z,Alice,1,120.0,"[0.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.41923356779044385,-0.4700460829493088,-0.3684210526315789,0.7096167838952219,0.7350230414746544,0.6842105263157895,776,9779,10.012669669289,177511.09930766452,156442.7921560735,218201.54585756361,356497.32967306307,448722.4834532109,608314.2859173653,554453.5257193017,517961.7595801771,88,169,150,27,37,118,116,71,36000.0,35500.0,35599.998474121094,48900.001525878906,38700.00076293945,39099.998474121094,38900.001525878906,38700.00076293945
1782310779.5837214,20260624T141914.404416Z,Alice,1,130.0,"[0.0, 130.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.2306478117972669,-0.11170212765957446,-0.34959349593495936,0.6153239058986335,0.5558510638297872,0.6747967479674797,745,9799,10.033149688427,216465.42386436777,142347.12372002017,229597.89014781034,292794.3957009342,442795.14788107545,610688.5863636121,550484.1621540595,521045.74957453914,130,102,107,37,76,98,151,44,35900.001525878906,35500.0,35599.998474121094,34900.001525878906,39200.00076293945,38900.001525878906,39200.00076293945,38799.99923706055
1782310806.3290985,20260624T141941.365743Z,Alice,2,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.32037387899456865,0.04367816091954023,0.5970695970695971,0.33981306050271565,0.4781609195402299,0.20146520146520147,708,9797,10.031101669739,197889.53051770327,284780.2857604102,115134.91120163776,294621.67738918914,440678.4165427582,610254.0081381985,549281.642376511,522463.05266850744,71,139,69,156,156,27,28,62,36000.0,35299.99923706055,35500.0,35299.99923706055,39299.99923706055,-19899.999618530273,38900.001525878906,38700.00076293945
1782310833.2871785,20260624T142008.139959Z,Alice,2,10.0,"[0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3659004098474921,0.2655086848635236,0.46629213483146065,0.31704979507625397,0.36724565756823824,0.26685393258426965,759,9786,10.019837644207,230946.85584430356,270678.0385376841,129970.16980139566,245142.69464437,442861.46717811306,611444.0390700438,550929.0864799124,522209.0602461166,93,100,48,162,210,29,66,51,36000.0,35599.998474121094,35400.001525878906,35099.998474121094,39200.00076293945,-72599.9984741211,39200.00076293945,38599.998474121094
1782310861.755857,20260624T142035.097913Z,Alice,2,20.0,"[0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2263567634411624,0.2967032967032967,0.15601023017902813,0.3868216182794188,0.3516483516483517,0.4219948849104859,755,9778,10.011645590241,256807.93200532274,225218.71950780094,168055.28969583695,211749.40531918773,443188.88038996106,610142.4531002556,551152.1507891463,520035.3880959415,121,52,76,115,194,45,120,32,35900.001525878906,35400.001525878906,35500.0,35200.00076293945,39299.99923706055,39000.0,38900.001525878906,39099.998474121094
1782310890.0118446,20260624T142103.589095Z,Alice,2,30.0,"[0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.06683846466838465,0.2821917808219178,-0.1485148514851485,0.4665807676658077,0.3589041095890411,0.5742574257425742,769,9780,10.013693644879,250466.02072579248,174904.49199988117,208173.93400746374,234582.77068435165,443207.08795297163,609808.9492804518,551127.305839072,519475.6484946226,170,47,84,64,144,75,157,28,35799.99923706055,35200.00076293945,35700.00076293945,35299.99923706055,39200.00076293945,39099.998474121094,39000.0,-15399.999618530273
1782310918.5795484,20260624T142131.875663Z,Alice,2,40.0,"[0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.1503107955550115,0.005291005291005291,-0.3059125964010283,0.5751553977775057,0.4973544973544973,0.6529562982005142,767,9779,10.012669616316,217730.14426117836,143108.68678469514,231870.2293159464,297395.21167738317,442714.0982237821,610071.0633701605,551125.7448271171,521449.3436887234,162,94,94,28,84,99,155,51,35900.001525878906,35500.0,35500.0,35000.0,39200.00076293945,39099.998474121094,38900.001525878906,38500.0
1782310947.2113733,20260624T142200.483062Z,Alice,2,50.0,"[0.0, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.3442797125099823,-0.3686746987951807,-0.31988472622478387,0.6721398562549912,0.6843373493975904,0.659942363112392,762,9779,10.012669687053,171240.04422287544,151615.90739011107,222426.19297426258,371710.0549928787,442792.9951322414,609751.4639771301,551948.6982723578,520796.1675538691,107,182,102,24,35,119,110,83,36000.0,35500.0,35500.0,4599.999904632568,39299.99923706055,39099.998474121094,38900.001525878906,38599.998474121094
1782310975.8527994,20260624T142229.086480Z,Alice,2,60.0,"[0.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.31227556091815334,-0.4796747967479675,-0.14487632508833923,0.6561377804590767,0.7398373983739838,0.5724381625441696,775,9800,10.034173654935,143825.49571386192,192043.71643022785,188124.1111540468,403475.1778497326,445832.4276458797,608458.6743221508,553227.4197058392,518341.637175273,68,240,124,60,24,100,62,97,36000.0,35400.001525878906,35700.00076293945,35299.99923706055,39099.998474121094,39099.998474121094,38900.001525878906,38799.99923706055
1782311004.4593716,20260624T142257.690991Z,Alice,2,70.0,"[0.0, 0.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.03620823620823621,-0.4262626262626263,0.35384615384615387,0.5181041181041182,0.7131313131313132,0.3230769230769231,755,9778,10.011645664565,145582.4595509522,238777.92723538907,150394.85519640808,389883.954224982,447109.3114934459,608625.2154894609,554642.0824354324,516855.08790175826,44,262,91,98,58,64,20,118,42599.998474121094,35400.001525878906,35700.00076293945,35200.00076293945,39200.00076293945,39099.998474121094,-70900.0015258789,38799.99923706055
1782311033.1198475,20260624T142326.282990Z,Alice,2,80.0,"[0.0, 0.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2793764213818881,-0.05636743215031315,0.6151202749140894,0.36031178930905594,0.5281837160751566,0.19243986254295534,770,9778,10.01164566596,174881.33903429692,267133.9047778367,129560.11861368871,336935.61603656114,448328.8911493458,608075.8551712335,556763.6116959506,515635.50811154186,66,198,55,160,134,38,18,101,35799.99923706055,35500.0,35299.99923706055,35200.00076293945,39200.00076293945,38900.001525878906,-55700.00076293945,38700.00076293945
1782311060.2512932,20260624T142354.988652Z,Alice,2,90.0,"[0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3366536545968502,0.16247139588100687,0.5108359133126935,0.3316731727015749,0.41876430205949655,0.24458204334365324,760,9779,10.012669606942,212561.69269026883,266360.5316758805,134314.8283917794,278312.3891422479,449456.556209532,608078.5883296018,556789.5695005023,516002.2454369125,99,127,56,155,173,28,51,71,36000.0,35400.001525878906,35400.001525878906,35200.00076293945,39200.00076293945,-47000.0,38799.99923706055,38700.00076293945
1782311088.9024951,20260624T142422.126911Z,Alice,2,100.0,"[0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2509682584330441,0.3691931540342298,0.13274336283185842,0.3745158707834779,0.3154034229828851,0.4336283185840708,748,9780,10.01369364809,248193.13305775527,241257.63029117655,155288.35359334174,226021.49411987467,445642.7524973443,608219.1261325134,553210.4530735902,518105.52452736377,137,80,49,143,152,50,97,40,35900.001525878906,35400.001525878906,35599.998474121094,35200.00076293945,39200.00076293945,38900.001525878906,39000.0,38599.998474121094
1782311117.1723723,20260624T142450.726902Z,Alice,2,110.0,"[0.0, 0.0, 110.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1616336972908767,0.3692722371967655,-0.04600484261501211,0.41918315135456163,0.31536388140161725,0.5230024213075061,784,9780,10.013693676541,256807.33634028005,194133.16032965636,191937.16745127266,220034.69161052868,442252.39387687674,608773.3654446824,551207.1946968749,519438.69744942494,152,45,72,102,168,53,163,29,35900.001525878906,35400.001525878906,35500.0,35200.00076293945,39299.99923706055,38900.001525878906,38900.001525878906,16799.999237060547
1782311145.9869726,20260624T142519.038136Z,Alice,2,120.0,"[0.0, 0.0, 120.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.01766655050412573,0.2071611253196931,-0.24249422632794457,0.5088332752520629,0.39641943734015345,0.6212471131639723,824,9778,10.011645663933,234142.32571622176,153317.45164830398,224484.57281069036,267400.5942543829,443152.91900343576,608605.2387921163,551845.3394633617,519576.9181823504,191,71,84,45,120,78,191,44,36000.0,35599.998474121094,35599.998474121094,35200.00076293945,39299.99923706055,38900.001525878906,38900.001525878906,38900.001525878906
1782311174.648801,20260624T142547.867277Z,Alice,2,130.0,"[0.0, 0.0, 130.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.24631101734292782,-0.14354066985645933,-0.34908136482939633,0.623155508671464,0.5717703349282297,0.6745406824146981,799,9780,10.01369365561,193911.46431887866,143326.73330743817,230638.1720301699,334573.84609754273,443582.57330066233,608786.348939755,551134.2956760153,519151.09237314865,149,130,109,30,55,117,140,69,35900.001525878906,35599.998474121094,35599.998474121094,-46700.00076293945,39200.00076293945,38900.001525878906,39200.00076293945,38799.99923706055
1782311203.428189,20260624T142616.462191Z,Alice,3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.37602817733158983,0.17880794701986755,0.5732484076433121,0.31198591133420506,0.4105960264900662,0.21337579617834396,767,9779,10.012669636191,196521.01502357653,266860.8969522012,130534.61738873534,298555.74073821126,449503.49542463874,606206.957838773,556393.0702221093,513713.1441357266,81,137,49,186,159,32,35,88,36000.0,35400.001525878906,35599.998474121094,35200.00076293945,39200.00076293945,39299.99923706055,38500.0,38599.998474121094
1782311232.073863,20260624T142645.255024Z,Alice,3,10.0,"[0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0]",0.27157438478747203,-0.05416666666666667,0.5973154362416108,0.36421280760626396,0.5270833333333333,0.20134228187919462,778,9779,10.012669646859,190703.38554503286,270415.39324623323,125277.27811268556,304060.76574743027,446346.4947534721,607148.7639569787,553591.6189683569,516509.6005761417,64,201,52,163,165,27,33,73,35700.00076293945,35500.0,35500.0,35099.998474121094,39200.00076293945,-1100.000023841858,39000.0,38799.99923706055
1782311260.4966457,20260624T142713.906129Z,Alice,3,20.0,"[0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0]",0.03686911593876242,-0.13064133016627077,0.20437956204379562,0.4815654420306188,0.5653206650831354,0.3978102189781022,695,9780,10.013693645815,179568.10579595598,265505.4262730656,129320.9125227441,323881.4881615081,447925.6265119084,606923.8999078005,553724.7489409003,516380.8863037321,38,178,60,145,94,65,44,71,35900.001525878906,35400.001525878906,35700.00076293945,35099.998474121094,39299.99923706055,38900.001525878906,38799.99923706055,38599.998474121094
1782311289.9305804,20260624T142742.350996Z,Alice,3,30.0,"[0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0]",-0.04927335640138408,-0.02588235294117647,-0.0726643598615917,0.524636678200692,0.5129411764705882,0.5363321799307958,714,9779,10.0126696919,175480.6713959009,250985.00972552595,143444.2605414117,340238.92776128784,457068.9077761407,604356.299189145,559543.076162025,512326.89760552556,62,169,49,145,63,103,52,71,35799.99923706055,35400.001525878906,35000.0,35299.99923706055,39500.0,39000.0,39099.998474121094,38900.001525878906
1782311318.7130122,20260624T142811.946195Z,Alice,3,40.0,"[0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0]",-0.10416666666666667,0.16666666666666666,-0.375,0.5520833333333334,0.4166666666666667,0.6875,768,9780,10.013693652579,176739.97841387804,248773.33843325768,149746.94174050377,347803.72965604096,460033.0467283243,603357.7828141308,562089.2944483449,511210.96546443546,147,160,40,133,27,134,64,63,35900.001525878906,35400.001525878906,35299.99923706055,35200.00076293945,-22500.0,39000.0,39099.998474121094,38700.00076293945
